StartDate,ResponseId,Classification,Student_type,WLB_open,Stress_open,Effects_open,RU open,Overall_experience,Additional,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Race,Race_6_TEXT,Ethnicity,Ethnicity_3_TEXT,Age,
10/22/2023 19:08,R_2CcSQ3vXWmhHW4l,Freshman,Neither Employed Student or Student Athlete,"Before I came to radford I had to work 40 hours a week and was in highschool, while doing extracurricular activities. It was stressful but definitely beneficial in helping me develop better time management skills and a better balance.","I try to use my time management skills to divide my work up during the week, while i get other things done, but lately its been rough because ive been having severe health problems ","Trying to get everything done efficiently and holding the information to maintain grades was a struggle for me Right now im stressed because im technically unemployed but i do door dash, its still not enough. ",not really i've always done it on my own ,"its made it a little stressful, but because of my hard work in highschool I have less stresses in college ",no ,Agree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree a little,Agree a little,Agree a little,Disagree strongly,Disagree moderately,Disagree a little,White,,Prefer not to say,,18,36434
10/22/2023 19:40,R_3qExXYQ44IscJIs,Freshman,Employed Student,"I feel like it has a bipolar twist because my process works sometimes; other times, it feels so messy together.",MUSIC lots and lots of MUSIC by listening to it or playing it on viola.,Not wanting to get out of bed and sleeping to avoid doing work. ,N/A,It hasn't really affected it for real ,no,Neither agree nor disagree,Agree moderately,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Black or African American,,Not Hispanic or Latino/a/x,,18 years old,36612
10/23/2023 8:38,R_26a2iPCwyN1bprg,Freshman,Neither Employed Student or Student Athlete,"Without a planner, there would be no why that all commitments could be met","Making sure to keep a planer and running to do list
",,,I always feel stressed out,,Disagree a little,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,31,36345
10/23/2023 8:14,R_1eEvvWod20cbf1Q,Freshman,Neither Employed Student or Student Athlete,"I feel fine about my work life experience. I honestly feel like I could do more, but I do like having my personal and free time. I am typically good at balancing my work load by spacing things out and planning time for homework, but I have found that sometimes I procrastinate a little....","I have a planner and write down things such as what I need to do today, and how much time I have to do things.","Overall my workload is manageable, but of course academics stresses me, I just want to do well in all of my classes. I have time to myself, I have time to hang out with my friends, and attend fun festivals.  ","No? I usually just go to events to relax, have fun, and get my mind off things. ","It has taught me how to balance what I want to do for fun, and what I need to do for my academics. It's really teaching me how to take care of myself, and hopefully I can in turn use these skills to take care of others later in my life.  ",No. Radford hosts plenty of little events that I throughly enjoy. I do hope that they continue to do so. ,Agree a little,Disagree strongly,Agree moderately,Disagree a little,Agree moderately,Agree moderately,Agree moderately,Disagree a little,Agree moderately,Agree moderately,White,,Not Hispanic or Latino/a/x,,18 years old,36116
10/23/2023 10:23,R_ROj30jTPBEdePvj,Freshman,Neither Employed Student or Student Athlete,I don't work ,righting all my assignments down and marking them off when done,,,I decided to not work while being down here cause ik it would be a lot,,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36402
10/23/2023 13:42,R_1OZYQ8gUyMNLZ1L,Freshman,Neither Employed Student or Student Athlete,stressful ,music ,,,do not work right now ,,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Agree a little,Neither agree nor disagree,Agree a little,Agree moderately,White,,Not Hispanic or Latino/a/x,,18,36157
10/23/2023 16:06,R_2Vr0SszpzMlzfTN,Freshman,Neither Employed Student or Student Athlete,na,alone time,na,na,makes it stressful,na,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree strongly,Agree moderately,Disagree strongly,White,,Not Hispanic or Latino/a/x,,19,36145
10/24/2023 8:15,R_Z2eGmSn9wqVi397,Sophomore,Neither Employed Student or Student Athlete,"I dont work, but go to the gym often",gym,,,stressful,,Agree a little,Agree a little,Agree strongly,Disagree a little,Agree strongly,Disagree moderately,Agree a little,Disagree a little,Disagree moderately,Disagree a little,White,,Not Hispanic or Latino/a/x,,19,36507
10/24/2023 10:54,R_xFmTtxBd8uMPYTn,Sophomore,Neither Employed Student or Student Athlete,"I find school stressful, but it's mainly due to my procrastination and not being responsible. I need to change my mindset when it comes to school.","take time to get my work done, once my work is done I have nothing to stress about",,study rooms,It has taught me many things for the future and it's made my college experience better as a result,,Agree a little,Disagree moderately,Disagree a little,Agree a little,Agree strongly,Agree a little,Agree moderately,Neither agree nor disagree,Agree a little,Disagree strongly,Black or African American,,Not Hispanic or Latino/a/x,,19,36196
10/24/2023 13:44,R_1NeHCBPAHK2WO8L,Sophomore,Student Athlete,Tired,Playing sports and going to the gym,,"Rugby Club, don't have time for other events",Slanted more heavily towards school than in prior years.,"Timing of events don't fit schedule
",Agree a little,Agree moderately,Agree strongly,Disagree moderately,Agree strongly,Agree a little,Disagree moderately,Agree a little,Disagree moderately,Agree strongly,White,,Not Hispanic or Latino/a/x,,18,36257
10/24/2023 13:50,R_1NnsAA4x7sYjpxe,Freshman,Neither Employed Student or Student Athlete,I feel like I maintain a good work-life balance.,I take breaks whenever I'm too stressed.,Less sleep,Rec center,made life slightly more stressful.,No,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree moderately,Agree a little,Agree moderately,Disagree a little,Agree moderately,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36234
10/24/2023 18:15,R_1IEtidGtEuBfIov,Freshman,Student Athlete,I feel overwhelmed trying to juggle the two ,I try telling myself one thing at a time,None,Office hours,I havenï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t been able to focus ,No,Disagree strongly,Disagree strongly,Agree a little,Disagree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree a little,Disagree moderately,Prefer not to say,,Prefer not to say,,18,36422
10/24/2023 18:28,R_23fdI4QAjx4sBSs,Freshman,Neither Employed Student or Student Athlete,My school work and life balance are handled well and always apply school work before life and daily balance ,"breathing techniques, yoga and relaxing",none,no,not much,none,Agree moderately,Disagree a little,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree strongly,Disagree a little,Disagree strongly,White,,Other,white,18,36531
10/24/2023 21:26,R_2SIY6ZNkjDGFrCS,Freshman,Employed Student,"I feel like my work-life balance could be better and I think I can find the middle ground with time and experience but in the same breath the amount of work given by professors takes up most of my free time after I go to my job. I work part time and sometimes it's a lot because as soon as I get off it's straight to schoolwork, no time to relax or reset.",I don't think I do anything to manage my stress I just keep pushing through and ignore it to be honest.,I get to points of breaking down when it all becomes a lot or too much.,Nope,"It has made it a little bit of a negative experience, college feels really stressful and it doesn't feel like I get a breather at all between work and school. I can't take a break from classes because my grade relies on it and I can't take a break from work because I have to support myself financially.",,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Disagree moderately,Agree a little,Disagree moderately,"Black or African American,White",,Not Hispanic or Latino/a/x,,19,36427
10/24/2023 22:01,R_2EcTKA46l1MM6V4,Freshman,Employed Student,I mean it works so I cant complain its just not the best. I have to nap at least 2-3 times a day or i'm functioning off around 2 hours of sleep.,I talk with a therapist and I try to remove the stressors or at least find a solution to lower the amount of stress,I get physically sick (throwing up) when I'm stressed ,I've spoken with my teachers about it ,It's not been very fun but I feel like its been very average,,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree strongly,Disagree moderately,Disagree moderately,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36540
10/25/2023 6:54,R_WciHsYyVtIMLCJX,Sophomore,Neither Employed Student or Student Athlete,its a little stressful but its ok,my mom,,i like to walk in the greenhouse sometimes to check out what they are planting,"last year it was way harder, I was getting sick way easily, and on top of that i didnt want to miss class, it is hard when you are sick ",,Agree a little,Agree a little,Disagree a little,Agree moderately,Agree strongly,Agree a little,Agree a little,Agree a little,Disagree a little,Disagree moderately,"Black or African American,White",,Not Hispanic or Latino/a/x,,19,36230
10/25/2023 8:56,R_2txjkDOhFm7YtPY,Freshman,Employed Student,good,take time out of personal life,,,it has made it hard to stay on top of both without making sacrifices to my personal life that effect my mental health,,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36528
10/25/2023 9:14,R_pTdv1cGZHxgb8vn,Freshman,Student Athlete,That it is difficult at times but manageable ,Talk to my mom,,,Gave me stress.,,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree moderately,Agree moderately,Disagree moderately,Neither agree nor disagree,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36604
10/25/2023 10:06,R_UXgiQ2cx664vJKx,Sophomore,Neither Employed Student or Student Athlete,I do a lot out of schoolwork so I'm also busy but I find the time to get everything done,Get the work done early and dont wait til last minute,none,no,Always kept me busy,no,Agree a little,Agree a little,Agree a little,Disagree moderately,Agree a little,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,White,,Not Hispanic or Latino/a/x,,19,36576
10/25/2023 11:02,R_2fHDYyKfahnoiQi,Freshman,Neither Employed Student or Student Athlete,I feel like it is pretty balanced.,Talking with my peers.,There are none.,No.,It hasn't because I do not have a job.,No.,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Native Hawaiian or Other Pacific Islander,White",,Prefer not to say,,19,36192
10/25/2023 10:57,R_RCdHABK1HU3qyyt,Freshman,Neither Employed Student or Student Athlete,I wish I could balance my social life and work-life better.,Time Manangement,,,It has not because I do not work,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,,Other,,18,36161
10/25/2023 11:02,R_25GjE42HlMIoJCs,Sophomore,Employed Student,Overwhelmed,Sleep,"Loss of appetite
",,I'm overly busy,,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Agree moderately,Agree a little,Agree a little,Agree a little,Agree moderately,"Black or African American,Other",Hispanic,Hispanic or Latino/a/x,,19,36152
10/20/2023 12:26,R_1I6EmBSmfeZ8hcV,Sophomore,Neither Employed Student or Student Athlete,Very good,Sleep,N/A,N/A,Not much,N/A,Agree moderately,Disagree moderately,Disagree a little,Disagree strongly,Agree moderately,Disagree strongly,Agree a little,Disagree strongly,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36311
10/25/2023 12:26,R_3WcXnXkU4juQy0p,Freshman,Employed Student,"I feel I don't spend enough time on school work, I value enjoying life more.",Hanging out/talking to my favorite people,"The more stressed I get, the more I procrastinate.",No,It keeps me in a near constant state of stress.,No,Disagree moderately,Disagree moderately,Disagree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Agree moderately,Disagree a little,Agree moderately,White,,Other,White,18,36324
10/25/2023 12:26,R_2DSQAGatHmNtJ7g,Freshman,Employed Student,"Right now I have very little work life balance due to classes, picking up a minor, joining a fraternity, and then trying to add in time for studying and my girlfriend also.",I have been utilizing a planner and writing things on my white board in my dorm.,"Because of stress, my productivity has gone down, and I don't have the motivation to do my work like I used to.",,"I now have to utilize time more than I was before obtaining my job, I am mostly working closing shifts so I am now really tired going to class so I no longer can pay as close attention as I was.  I no longer really have time for fun activities, and when I do I have been accidentally falling asleep in the middle of them.",,Neither agree nor disagree,Agree a little,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,Agree a little,Disagree a little,Agree moderately,Agree a little,White,,Other,White,18,36315
10/25/2023 13:34,R_1IhNqo4075tvCE8,Freshman,Neither Employed Student or Student Athlete,I feel like my work-life balance is pretty good. ,I use my planner to plan out when to complete certain assignments or stay on top of tasks I need to complete outside of school ,  ,The library,My work-life balance has affected my college experience in a positive way. Most of the time I am able to complete my assignments early so I am able to do other activities with my friends. ,,Agree a little,Agree a little,Agree moderately,Agree a little,Agree moderately,Agree moderately,Agree strongly,Disagree strongly,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36177
10/25/2023 18:07,R_2xxWywHPOpod2TM,Freshman,Neither Employed Student or Student Athlete,Right now I'm not working but in high school it was hard to keep up with school work since school was very long,I try to follow a routine.,"Having so much on my plate causes me to forget things
",Office hours,I'm not working right now ,I strongly believe that students who work are very brave especially the people who work at Starbucks on campus ,Neither agree nor disagree,Agree a little,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Disagree strongly,Agree moderately,Disagree a little,Other,Latina,Hispanic or Latino/a/x,,18,36411
10/26/2023 8:08,R_3oT2eviFrR1U6zg,Freshman,Neither Employed Student or Student Athlete,its okay,sleeping,crying,no,meh,no,Agree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Agree moderately,Agree a little,Disagree moderately,Agree a little,Disagree moderately,Disagree strongly,White,,Hispanic or Latino/a/x,,18,36181
10/26/2023 10:26,R_4Vi7h5rQAvOuS1r,Freshman,Neither Employed Student or Student Athlete,It is going well,I organize days that I will do work and certain time I leave out for personal time ,None,Library ,I have kept them at a good balance and have been on top of my work,No,Disagree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree strongly,Neither agree nor disagree,Disagree strongly,Black or African American,,Not Hispanic or Latino/a/x,,18,36159
10/26/2023 10:49,R_Uok6wQ9uBNCOaml,Sophomore,Neither Employed Student or Student Athlete,"I personally cannot support a healthy balance of work and life, which is why I am unemployed this year, these answers are how i felt while being employed and studying last year. ",I take breathing breaks ,loneliness ,to feel relax i like attending the the monday music players in the library ,I do not feel like its affected me ,no,Disagree moderately,Neither agree nor disagree,Agree strongly,Agree moderately,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree moderately,Neither agree nor disagree,Prefer not to say,,Hispanic or Latino/a/x,,21,36164
10/26/2023 12:05,R_1QKlNO7DvMPo5Ut,Freshman,Neither Employed Student or Student Athlete,I just got a job but it doesn't start until next week so i'll find out then,I listen to music ,It's stressful trying to pass all my ,Young hall ,Not much ,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36220
10/26/2023 17:19,R_10CXeROFJZPSt62,Freshman,Neither Employed Student or Student Athlete,I feel like I focus more on my schoolwork that I donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Positive affirmations on YouTube and stress balls.,This sums it up.,No,"I feel overwhelmed 
I feel like i canï¿½ï¿½ï¿½ï¿",No,Disagree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Agree moderately,Disagree a little,Agree a little,Disagree strongly,Neither agree nor disagree,"Black or African American,White",,Not Hispanic or Latino/a/x,,18,36174
10/26/2023 17:08,R_2YonykJeb9sm8zv,Freshman,Neither Employed Student or Student Athlete,"I don't work but I do have a lot of schoolwork that takes a lot of my time, but I am still able to go out and enjoy myself, just not often.","I do something I love to take my mind off of what stressing me, I meditate, or go on walks.","I'm not always able to go out with my roommates because they have less schoolwork than I do, which makes. me feel a strained how they have it easy and I don't.",None,"I have devoted a lot of my time to school, so it has affected my college experience a little because I have missed a few activities due to me having a lot a schoolwork.",None,Disagree moderately,Disagree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Agree a little,Agree strongly,Disagree moderately,Agree moderately,Neither agree nor disagree,Black or African American,,Not Hispanic or Latino/a/x,,18,36610
10/27/2023 9:00,R_1M3qseu4LSkVppI,Freshman,Neither Employed Student or Student Athlete,I don't work so I feel pretty good about it.,I make lists so things don't get too overwhelming and have accommodations to help me out. ,n/a,n/a,n/a,n/a,Agree moderately,Agree a little,Agree strongly,Agree a little,Agree strongly,Disagree a little,Agree a little,Disagree strongly,Disagree moderately,Disagree strongly,Other,Mixed - African American and white,Not Hispanic or Latino/a/x,,18,36119
10/27/2023 10:16,R_25ZQkffibk73ZFN,Sophomore,Student Athlete,stressed,meditation,,,no,,Agree a little,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree moderately,Disagree moderately,Agree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,19,36560
10/27/2023 12:03,R_yjyMUYcZ3NRY73r,Freshman,Neither Employed Student or Student Athlete,"I do not have to balance work with school life because I am unemployed, however, trying to balance school and socialization can be difficult at some times. ",I spend time with my friends and talk to my family.  I go home some weekends to decompress as well. ,I feel a sense of failure if my grades are effected because of not being able to balance everything. ,n/a,"I think the work-life has been what I have expected when starting college.  I knew it wasn't going to be all magic and rainbows, but it is a tad bit harder than I had originally expected. ",n/a,Disagree moderately,Disagree moderately,Agree a little,Neither agree nor disagree,Disagree a little,Agree moderately,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36166
10/27/2023 16:35,R_25TKx2ssTbz2l74,Sophomore,Neither Employed Student or Student Athlete,Nonexistent ,spending time with friends,,,the way the university is structured makes the scale of quality of life and passing grades unbalanced leaning completely towards one side or the other. ,,Disagree moderately,Disagree a little,Agree strongly,Agree a little,Agree moderately,Agree a little,Agree strongly,Disagree a little,Agree moderately,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,19,36280
10/27/2023 21:01,R_PXMuXpYk3zwhRsd,Freshman,Employed Student,"It is hard working and doing school because right after school, some of us students go straight to work and don't get off until late. Working on weekends also makes the balance really hard. ","When I get stressed, I like to do self-care, or take a nap.",I know when I get stressed it makes me overwhelmed and anxious and I have breakdowns from it,The Mconnell library,It makes it very hard to get work turned in on time.,no.,Agree a little,Disagree moderately,Agree strongly,Agree strongly,Agree moderately,Agree a little,Agree moderately,Disagree moderately,Disagree a little,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36496
10/28/2023 14:18,R_2dy93aCFYqa8z6Q,Freshman,Neither Employed Student or Student Athlete,"Good, not stressed at the moment",I try to put academics first so I don't fall behind and hurt myself further by having to play catch-up. ,Trying to be physically active and also have enough time for school and extracurricular activities,no,"It can be overwhelming at times, but for the most part, I feel productive and on top of things",No,Agree moderately,Agree a little,Agree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36510
10/28/2023 17:28,R_332MnzDcH5fLp49,Freshman,Employed Student,"I feel like it's definitely a struggle, but I've worked hard to set my priorities and juggle making time for everything. ",I'm in therapy now,I haven't been able to find the time or motivation to do much for myself because I'm always doing something and I'm so tired all the time,No,It's been difficult,no,Agree a little,Disagree a little,Agree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Disagree moderately,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,"Black or African American,White",,Hispanic or Latino/a/x,,18,36211
10/28/2023 19:13,R_3jfeuanASPNoVOi,Freshman,Neither Employed Student or Student Athlete,I often find my self stressed.,"Cry, talk to friends, and distract myself for a little. ",NA,NA,It has taught me how to manage my time and learn new ways to balanced everything in life regarding school/work. ,na,Agree moderately,Neither agree nor disagree,Agree a little,Agree strongly,Agree a little,Disagree moderately,Agree strongly,Disagree strongly,Disagree moderately,Disagree strongly,"Black or African American,White",,Other,white,18,36284
10/29/2023 18:49,R_QhbpyWRNgGV5nz3,Freshman,Neither Employed Student or Student Athlete,Often times I struggle to maintain health areas in all scopes of my life. Sometimes I find myself putting effort into something only for me to unnoticeably letting another area fall ,I try to constantly have schedules to make sure I take care of everything I need to achieve,,,"YEs, sometimes in a good way and sometimes in a bad depending on how things are going",,Agree strongly,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Disagree moderately,Agree moderately,Disagree a little,Agree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,20 years old,36154
10/29/2023 21:46,R_2wc2fdWehgKhMpA,Junior,Employed Student,"I feel neither upset or super proud about my work-life balance. Of course, it could be better, but I'm enjoying life, so I'm not super stressed.","Most of my stress comes from remembering my tasks and responsibilities in all aspects of my life, not necessarily the tasks themselves. I use my extracurriculars to manage my academic stress, my personal relationships to manage both my extracurriculars and academics, and I don't really feel stress from work.","I struggle to prioritize sometimes, which can lead to unnecessary stress. I tend to have a few late nights, like this one, doing work because I prioritized fun over work. It doesn't happen too often since the semester has gone on, but it happened a lot in the beginning of the semester.",Not really,"Not at all. I know balance is a ""me"" problem, and it doesn't have too much to do with the school itself. Of course, there have been a few professors who have assigned more than what was necessary, but that hasn't impacted my overall college experience. If anything, it made me feel more like I'm a college student.",Nope! These were great questions!,Agree a little,Disagree moderately,Agree strongly,Disagree strongly,Agree moderately,Agree a little,Agree strongly,Disagree moderately,Agree strongly,Disagree strongly,Black or African American,,Not Hispanic or Latino/a/x,,20,36372
10/22/2023 19:57,R_2TLhogGlmtfkhjc,Freshman,Employed Student,I feel like my work-life balance could be way better. It needs to be better balanced on both sides,Take a mental break and separate myself from the stresser,,,,,,,,,,,,,,,,,,,,36611
10/30/2023 6:52,R_1hGpIV2APp4ZsPX,Sophomore,Employed Student,"It's bad, ","Therapist, Veterans Crisis Line ",,MRC ,,,Disagree strongly,Agree a little,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Disagree strongly,Disagree strongly,Other,Afro-Latino ,Hispanic or Latino/a/x,,23 years old ,36520
10/30/2023 8:03,R_uwvjEggyed8dfq1,Freshman,Employed Student,I feel that my work-life balance is perfect for me right now. ,Creating time alone for myself ,,,"No, I already had a work-life balance with handling school, sports, and working I was in highschool ",,Agree a little,Agree a little,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree moderately,Disagree strongly,Agree a little,Disagree moderately,Black or African American,,Not Hispanic or Latino/a/x,,18,36260
10/30/2023 8:33,R_1LoEhOWNgm8Jl5U,Freshman,Student Athlete,It is busy but I make it work.,Sleep,,,,,Neither agree nor disagree,Disagree strongly,Agree moderately,Disagree a little,Agree moderately,Agree a little,Agree moderately,Disagree strongly,Neither agree nor disagree,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36219
10/30/2023 8:59,R_eWhVriswbTIxDCp,Freshman,Neither Employed Student or Student Athlete,"I am a little content where I'm at with my balance, but I could improve some aspects.","I have my outlets: reading, video games, and friends.",,,"My college experience has been great so far, I think learning at to manage my time has been part of the college experience. ",,Agree moderately,Neither agree nor disagree,Agree strongly,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree a little,Agree moderately,Agree a little,White,,Not Hispanic or Latino/a/x,,19,36245
10/30/2023 10:04,R_2zJ8wgMZlnOoWfa,Freshman,Employed Student,Okay,None,None,Nonr,Depressing ,None,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Black or African American,,Hispanic or Latino/a/x,,19,36218
10/30/2023 10:38,R_3HB2rV0y4R2qFDm,Freshman,Employed Student,it damages my sleep schedule but i get things done,i try and schedule my day best around work ,eating habits and sleep ,"none ,i just work 4 days a week and have class","college isn't fun or exciting for me , i don't get to participate in anything due to the fact i need work to hold my financial support",,Agree a little,Disagree strongly,Agree a little,Agree a little,Agree a little,Disagree a little,Agree moderately,Disagree a little,Disagree moderately,Disagree strongly,Black or African American,,Not Hispanic or Latino/a/x,,18,36385
10/30/2023 11:05,R_30vH9VNBCUPNi1P,Freshman,Student Athlete,JUST TIRING BUT MANAGABLE,GOING TO THE GYM,NOT REALLY ANY,NO,I AM STARTING TO BE JUST SCHOOL,NO,Agree a little,Disagree moderately,Agree moderately,Disagree moderately,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree moderately,Neither agree nor disagree,Agree a little,White,,Not Hispanic or Latino/a/x,,19,36134
10/30/2023 11:31,R_1eyKwh9d0PYKwDM,Freshman,Neither Employed Student or Student Athlete,"I have a semi-good balance, not the best. ",Time mangement,,,Its hard to manage but I make due,,Agree strongly,Agree a little,Disagree a little,Agree a little,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,Agree a little,Disagree moderately,White,,Other,,18,36129
10/30/2023 12:43,R_1f1Oi5VPhoGXNKq,Freshman,Neither Employed Student or Student Athlete,I feel fairly balanced in my work-life balance. ,"I do my work a few days before the due date, so I am able to have time to see friends and go off campus at times.",,,It really hasn't affected me much so far due to not having a job on campus or around campus.,,Agree a little,Disagree strongly,Agree strongly,Disagree moderately,Agree moderately,Agree a little,Agree strongly,Disagree moderately,Agree strongly,Disagree strongly,White,,Other,,19,36471
10/30/2023 14:17,R_1pKUqNracuPH8bj,Freshman,Neither Employed Student or Student Athlete,"I feel like whenever I lay down and catch a break, I remember an assignment that is due.",I often call my dad for advice.,"I am unable to get a job because I have to stay on top of my schoolwork, but I don't have any money.",no,"Since school started, I seem to constantly feel nauseous/sick and I have gone to the doctors about this is both of them said it was most likely all of my stress. I didn't realize how much stress can affect you physically.",,Disagree a little,Agree a little,Agree moderately,Agree strongly,Agree a little,Agree a little,Agree moderately,Disagree a little,Disagree a little,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36570
10/30/2023 7:41,R_1MZ1cOYkCtGZ1Oc,Sophomore,Neither Employed Student or Student Athlete,"I feel pretty good, I manage my time well","I keep notes in my planner of all the things I have to do, I'll even try and complete extra work due for the week on Monday's ","When I have multiple exams in one week, trying to study and",no,"It's taught me time management is very important, focusing on school is important but also focusing on yourself is just as important ",,Agree a little,Disagree a little,Agree moderately,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Disagree moderately,Neither agree nor disagree,Disagree moderately,White,,Not Hispanic or Latino/a/x,,19,36423
10/30/2023 15:19,R_1dL8HXJeTIhL0q3,Freshman,Employed Student,"I think it could be better, but it is manageable.",I try to schedule my timing and take time to myself whenever I can.,I think it is mainly an organizational thing.,No,I think it is mainly effected by how tired I am and how much I need to get done.,n/a,Agree a little,Disagree moderately,Agree moderately,Disagree a little,Agree strongly,Agree a little,Agree strongly,Disagree moderately,Disagree a little,Disagree a little,"White,Other",,Not Hispanic or Latino/a/x,,20,36209
10/30/2023 16:14,R_2q9RKS83ludEJHd,Freshman,Employed Student,I feel as if I am handling work with school very well.,"Time management, sacrifice things for what you need to do.","Family struggles, living struggles.",No,It hasn't affected it at all to be completely honest,No,Neither agree nor disagree,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree a little,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36368
10/31/2023 6:31,R_3je31ZIpY1SsM62,Freshman,Neither Employed Student or Student Athlete,"I personally do not have a job. I am struggling to find one that what accommodate with my schedule as a student. I do well with completing my assignments, but I find myself sacrificing a lot of my time to hang out with friends to do work. ",I typically pray or just have a personal day,I often just end up giving up for a bit and skip a class to calm down,I go to the library or Starbucks to get out of my dorm ,Yes and no. I was aware there would be a heavy case load and it was not like high school. The distance from home is what I am struggling with a bit. ,no,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree moderately,Neither agree nor disagree,Disagree moderately,White,,Not Hispanic or Latino/a/x,,19,36453
