Classification,Student_type,WLB_1,WLB_2,WLB_3,WLB_4,WLB_5,WLB_6,WLB_7,WLB_8,WLB_9,WLB_10,WLB_11,Overall_stress,Stress_1,Stress_2,Stress_3,Stress_4,Stress_5,Stress_6,Effects_1,Effects_2,Effects_3,Effects_4,Effects_5,Effects_6,Effects_7,Effects_8,Effects_9,Effects_10,Coping Resources_1,Coping Resources_2,Coping Resources_3,Coping Resources_4,Coping Resources_5,Coping Resources_6,Coping Resources_7,Coping Resources_8,Coping Resources_9,Coping Resources_10,Coping Resources_11,Coping Resources_12,Coping Resources_13,Coping Resources_14,Coping Resources_15,Coping Resources_16,Coping Resources_17,Coping Resources_18,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Ethnicity,id,ResponseId,WLB_open,Stress_6_TEXT,Stress_open,Effects_open,RU open,Overall_experience,Additional,Race,Race_6_TEXT,Ethnicity_3_TEXT,Age
1,1,5,5,4,4,4,5,5,5,4,3,5,3,8,10,6,10,8,10,3,4,4,2,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,4,5,2,5,1,4,3,2,36597,R_OHwlwnxhxE8LrhL,pretty balanced,,going out and enjoying time alone,school can be a stresser but I always push through,no,it hasn't,no,5,,,18
1,1,4,2,4,4,3,3,3,4,3,2,1,3,8,10,2,8,8,10,3,4,4,4,1,4,1,1,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,6,5,2,5,4,2,36417,R_28REynockOiwFml,I have a bit of a struggle with maintaining balance between my work and my personal activities but it is not super hard,,I do work for a certain amount of hours then take a break to enjoy my personal activities,"When i get really stressed it causes depressive episodes where i am unmotivated with everything, i constantly sleep ,and I lose control over a good majority of my emotions. I basically stop my whole life until i am able to figure out how i can get a hold over my stress levels ",As of right now i only use one resource. My resource is the dining services.,It has not made college all that bad but it has made me rethink the whole college experience.,I think professors should take the time out to check on students whose grades drop suddenly or over time after they have been doing good for a while.,3,,,18
1,1,2,2,4,2,4,4,3,2,2,2,2,3,6,2,8,2,8,2,4,4,4,4,3,4,4,4,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,4,6,3,6,1,5,1,2,36377,R_p5zk2ZzzhNS3eKZ,I feel as though needing to work for financial supports adds on more stress,,Speaking with and spending time with loved ones,,,The need to work and do well in classes takes away from feeling like an actual teenager,,"1,3",,,18
1,1,1,1,1,2,1,2,1,2,2,1,1,5,9,10,6,10,9,8,5,5,4,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,7,6,2,7,6,1,1,1,36458,R_2YJqhGxqAdZzokx,"It's a constant struggle of migraines and stress, I wish I could work less but I can't afford it.",Self health,"I talk to myself about hyperfixations and stuff I like, I also daydream happy things, it's lonely but it seems to calm me down.","I've been giving myself stress headaches, I'm constantly tired and blacking out more from mental exhaustion, and I only eat once a day because I've found it inconvenient and a waste of time.","I don't use any of them, although I feel that I need to really badly, I don't have the time for it.","I've been tired, no time to enjoy anything anymore.",Working and school is hard.,"3,5,6",African-Puerto rican,,18
2,1,4,5,4,4,4,4,4,4,4,2,3,2,8,10,6,3,6,10,3,3,3,1,4,2,3,4,3,3,1,3,1,1,1,1,1,1,4,1,1,3,1,2,2,1,1,1,4,5,7,1,3,3,2,1,6,4,3,36199,R_3iqiH1vPNVoZVnC,good,,day planner,sometimes family can be stressful,no,my employer is not good at working with my schedule,no,"1,2,4,5",,,19
3,1,2,2,4,5,4,3,4,4,4,3,2,3,8,2,6,6,6,2,4,2,4,4,2,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,4,5,3,5,4,2,36526,R_2cjX0u2BpQ1bnKX,"It can be stressful, yet with time I feel more equipped to balance my time to the best of my abilties.",,I am a planner so I try to plan out my week Monday-Friday as much as possible. My weekends I am more lenient about.,,no,My first two years I overworked myself therefore this year I am committing to much less work hours.,,5,,,20
1,1,4,4,4,3,4,3,4,5,4,2,3,2,6,3,2,6,6,10,2,3,4,4,1,1,3,4,2,2,1,1,4,3,1,1,1,1,4,1,1,1,1,1,1,1,4,1,5,4,5,3,6,5,7,2,5,1,2,36246,R_31ayLSYFD4LupIp,I feel neutral about my work-life balance,,"communicating with friends/relatives, planner",,,It has helped me to stay organized throughout the school year,,5,,,18
1,1,4,2,5,4,4,3,3,4,5,3,4,2,6,3,3,2,2,10,3,2,4,4,2,3,4,1,2,4,1,3,2,2,3,1,1,2,3,1,1,1,1,1,2,1,1,1,4,4,7,1,5,6,6,1,7,1,3,36171,R_3ir1YLpJYhwzcNj,"I work but it doesn't really get in the way of my schooling because it is a job that I work when I go back home. When I talk about stress that I may have about work and school is because I try and come up with a monthly schedule of what weekends I am going to go home and what weekends I will stay at school. There is also some stress when it comes to making sure that I have all of my work done before I leave to go home. Other than that, I would still say that I have a pretty good hold a on managing my school/work life. ",,The Calander I use to schedule out my life. And I also talk to my parents about what weekends are best for me to come home.,,My answers are based off of based off the fact that i dont use these resources because I dont need them currently but when I do I know where to go and who to talk to.,It hasn't affected it all that much the only time it really affects me is when Im trying to plan out my scheduals or if there is an assignment that I might have forgotten about that I now have to squeeze in when I'm home.,,"5,6",Irish,none,18
1,1,2,2,3,3,4,1,4,4,3,3,1,4,8,10,6,2,3,10,5,4,4,3,1,2,1,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,5,6,6,2,4,5,2,36426,R_29dgv9xd2fA3Rlm,I feel like I often slack of when it comes to my academics when I have work or another responsibility.,,Therapy,,I haven't used any.,It has made it more stressful but im starting to learn how to balance it.,,5,,,19
1,1,4,4,4,4,5,3,4,4,5,5,5,2,3,10,2,10,2,10,2,4,2,5,1,1,1,1,1,1,2,4,3,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,6,5,6,6,5,5,6,2,5,2,2,36184,R_2D2CS0G4jYFaz9u,I feel very content and confident with my work-life balance.,,"Keep track of when all my work is do, with the goal of getting them completed early.",,The Radford Library,Having a good work-life balance has made my overall college experience so far enjoyable.,,3,,,18
1,1,2,2,4,3,4,4,2,1,3,1,1,4,8,10,8,10,8,10,4,4,5,3,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,6,3,5,5,5,3,4,3,36588,R_2YaGM8Cq4S6Yjay,I get extremely tired very often. But I cannot quit the job due to the cost of the tuition I pay.,,Staying up nights in a row to quickly knock out school work so I have time for my fulltime job.,,,Stressful.,,5,,,18
2,1,2,3,3,4,4,2,2,4,4,2,2,3,8,2,6,3,8,10,3,3,4,4,4,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,2,4,2,2,36210,R_Qbo5MpXIAqxADhn,good,,sleep,hard time sleeping,no,not much,no,5,,,19
2,1,1,1,4,2,3,3,2,2,3,1,1,5,8,6,9,8,9,9,4,4,4,4,4,4,5,5,5,5,4,2,2,3,2,3,2,2,2,3,2,3,2,2,1,1,3,3,4,4,5,7,5,5,5,2,3,5,4,36467,R_ZEMV4vTy11QJEop,I feel overwhelmed and stress balancing my work life and academic.,Relationships,Being alone in a quiet room some times helps,"Depression, anxiety, and lack of sleep",Not really i dont feel supported at radford university,Honestly really bad there is always something to pay at this school so i have to work more to pay the school so i dont really have time to do anything,,3,,,20
2,1,2,1,3,1,3,4,1,4,4,1,1,4,9,10,6,3,2,2,5,5,4,4,5,3,5,5,4,5,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,3,7,5,6,2,6,2,7,1,4,35343,R_1mWT7HfKIWkK4u1,"I have 2 job's, so not great ",,smoking,"I never have time to do laundry, or go to the store because of the parking in radford. ",,"It has made it impossible almost to enjoy, because tuition is constantly raised. The school takes any opportunity to take advantage of our money. ",,5,,,21
2,1,2,2,2,3,3,4,3,2,2,2,2,5,8,10,8,10,9,10,4,5,5,4,4,4,3,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,6,3,6,6,2,3,2,2,36360,R_3iOwDgiWXkfuRfL,"Stressed, overworked, and it makes me more depressed and anxious",,None,"It makes me feel like if I can't get it all done, then I'm not good enough",,"It just brings more stress, but I still try to get all of my school work done. I feel like I could get better grades than B's and C's if I had more time for studying.",,5,,,22
1,1,4,2,2,1,3,4,5,4,4,3,2,4,3,10,8,10,3,10,2,4,4,4,2,5,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,7,3,5,1,3,1,1,1,2,36381,R_2UYJvOdHFwPbV9y,It could be better,,Take my medication,,I'm not on main campus leaving a lot of these resources unavailable,There has been stress about making enough money to feed myself and get around,,5,,,18
2,1,4,2,4,2,4,3,3,4,4,3,2,4,9,10,8,10,3,10,4,4,4,4,1,2,4,4,4,5,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,5,5,4,5,5,3,2,36518,R_2BanZW3lZ2PKbUy,The commitment I have to my work-life balance makes it hard to see anyone I'm close to outside of the immediate vicinity of Radford.,,Using an agenda/planner to know what to expect of my upcoming week,,,"The academic side of my work-life balance makes life way more stressful than it is without it. During summer, when I only have work and home responsibilities, I don't feel much stress at all. My college experience is not exactly fun. I don't enjoy spending valuable time on classes I won't ever use and spend serious amounts of money for. ",,5,,,20
1,1,4,3,5,3,4,4,3,5,4,2,4,3,8,10,3,2,2,10,3,4,2,1,1,1,2,1,1,1,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,6,7,5,7,1,3,2,2,36155,R_1FxbFbSagiasG1r,i think my work-life balance is good and easy to keep track of,,i get all my work done way before is due so i dont have to worry about it,trying to study for 2 exams i have on the same day,no,it has made me work harder on school so i can have more free time after work,no,5,,,18
2,1,2,3,3,4,4,2,2,4,4,2,2,3,8,2,6,3,8,10,3,3,4,4,4,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,2,4,2,2,36210,R_Qbo5MpXIAqxADhn,good,,sleep,hard time sleeping,no,not much,no,5,,,19
2,1,2,3,3,4,4,2,2,4,4,2,2,3,8,2,6,3,8,10,3,3,4,4,4,3,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,2,4,2,2,36210,R_Qbo5MpXIAqxADhn,good,,sleep,hard time sleeping,no,not much,no,5,,,19
1,2,3,4,3,4,4,3,3,4,3,2,3,2,6,3,2,2,2,3,2,2,4,3,2,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,4,4,5,7,3,7,5,2,36609,R_YS3SYX2iWBixNw5,I feel that my work-life balance isn't too bad. I have time away from work for my life but not as much as i'd like,,I remind myself that everything always works out,,,not particularly,,5,,,18
1,2,3,2,4,3,3,3,3,4,3,4,2,3,6,8,10,10,6,8,3,4,3,4,2,2,3,4,4,4,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,5,5,3,5,2,5,2,2,36483,R_1nMF0ASECD5At9o,"It is fairly difficult to manage my academic and athletic commitments, but I have developed strategies and habits that have allowed it to be easier.",Finances,"I like to take time to rest, when available, to relieve my stress and then allow myself to refocus.",,,"Because of the overall academic and athletic pressures that I face, it is often hard to enjoy my college experience and engage in social actvities, because my attention is always focused on the next task.",,"2,5",,,18
3,2,2,2,4,3,4,5,3,2,2,1,3,3,8,6,2,10,3,10,4,2,3,3,1,4,4,2,5,5,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2.988751386,2.79645293,6.08197959,4.304482954,4.642387267,4.936162769,4.649252249,0.764413588,3.8437111,2.911101286,2.817261016,36529.4414,R_0iWhs91Vbvqj409,"I can do it, just hard when i���m so busy all th",,getting everything done,"I can never relax or process anything, it���s always go",no,im missing out a little socially,nope!,,,,
2,2,1,2,3,2,4,5,1,4,4,1,1,4,8,6,10,6,9,10,4,5,5,5,1,4,5,4,3,5,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,6,7,2,7,5,2,5,2,7,2,36257,R_1NeHCBPAHK2WO8L,Tired,,Playing sports and going to the gym,,"Rugby Club, don't have time for other events",Slanted more heavily towards school than in prior years.,"Timing of events don't fit schedule
",5,,,18
1,2,2,2,3,3,4,2,3,4,3,1,1,4,6,9,3,6,6,6,4,5,4,4,2,5,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,7,7,5,3,5,1,5,5,2,37063.05751,R_12meGi0QFJmLhvj,I feel that sports take up majority of my time. Sometimes I feel as if I���m here for a sport rather than school which makes me extremely stresse,People,"I use counseling as a resource to manage my stress. It���s a good space for me to feel like I don���t have to get anything done. I can just go in and talk about what���s stressing me out, so I can find",,,I think it���s made me feel very stuck in my repetitive day to day life. Sometimes I feel like I don���t have time to do things that will relieve stress because I have so mu,,5,,,18
1,2,3,3,3,3,3,3,3,3,2,3,3,3,6,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,4,5,6,2,4,2,4,36364,R_3CK1Q80z5R6TzmA,i feel like it is a struggle sometimes when you have to stay in a get your school work done and your friends are going out.,,meditation and working out,,,,,7,,,18
1,2,3,4,3,4,4,3,3,4,3,2,3,2,6,3,2,2,2,3,2,2,4,3,2,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,4,4,5,7,3,7,5,2,36609,R_YS3SYX2iWBixNw5,I feel that my work-life balance isn't too bad. I have time away from work for my life but not as much as i'd like,,I remind myself that everything always works out,,,not particularly,,5,,,18
2,2,4,3,5,3,4,4,4,4,4,1,1,3,6,9,3,2,6,10,3,4,4,4,4,2,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,7,4,5,4,5,3,6,3,2,36464,R_pcOE9bDP23Z0vrb,good,,Writing down my responsibilities on a note and checking them off as I complete them.,,no,"I am a student athlete so my ""work"" in my work-life balance is extremely stressful and time consuming. ",No,5,,,19
1,2,4,4,4,4,4,3,3,4,4,3,3,3,6,3,2,3,6,2,2,4,4,4,2,3,2,1,3,3,2,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,6,4,5,5,6,2,6,4,4,3,2,36587,R_3smIx3DPKFFsO74,"I feel that I handle my social, academic, and work life well. I make sure to get all my course work done, I go to practice, I still feed myself and take care of myself, and I make time for my friends and doing things that I love to do. ",,Taking the time to wind down and getting good sleep seems to help me manage my stress,My only stress is making sure I get it done in the time frame I want to so that way I can do the other things I want to do,I use the student center to go to the gym and I hang out in the bonnie sometimes with my friends.,Not at all,No,5,,,18
4,2,3,3,4,3,3,3,2,2,4,1,4,3.198302166,8.486073246,5.452114335,5.266865527,3.858846375,4.886870267,6.450077883,3.548888141,2.538048678,3.469778404,2.920599922,2.62837295,2.307587944,3.132165184,2.199433848,3.025262961,3.395402344,1.79447892,1.280385138,1.317155509,1.487180889,1.135164077,1.194298849,1.948830169,1.115863538,2.01978536,1.080861431,1.029916615,1.237115528,1.062361024,1.155795359,1.373724129,1.052338198,1.047698192,1.109542751,4.101343702,3.849881268,5.904093321,3.405223225,5.090971503,4.959889487,5.331631022,2.379762701,5.174571395,3.613962015,2.656221172,36148.21823,R_3PbFNZgj9dMzVVy,Hectic at times and sacrificing a lot of my free time/personal life,,,,,,,,,,
4,2,3,3,4,3,3,3,2,2,4,1,4,3.198302166,8.486073246,5.452114335,5.266865527,3.858846375,4.886870267,6.450077883,3.548888141,2.538048678,3.469778404,2.920599922,2.62837295,2.307587944,3.132165184,2.199433848,3.025262961,3.395402344,1.79447892,1.280385138,1.317155509,1.487180889,1.135164077,1.194298849,1.948830169,1.115863538,2.01978536,1.080861431,1.029916615,1.237115528,1.062361024,1.155795359,1.373724129,1.052338198,1.047698192,1.109542751,4.101343702,3.849881268,5.904093321,3.405223225,5.090971503,4.959889487,5.331631022,2.379762701,5.174571395,3.613962015,2.656221172,36148.21823,R_3PbFNZgj9dMzVVy,Hectic at times and sacrificing a lot of my free time/personal life,,,,,,,,,,
1,2,2,2,3,4,3,3,3,4,3,3,4,3,6,8,2,2,6,2,4,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,2,7,2,4,1,5,1,2,36272,R_Os6T6kYwgoCEk4p,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ",na,"Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time,no,5,,,18
1,2,4,4,5,4,5,4,4,4,4,2,4,2,6,6,2,2,2,2,2,1,3,4,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,5,7,1,7,6,4,1,7,7,2,36350,R_0UifN5IbK8p92pz,I feel that I have a very organized day that allows me to complete all my necessary obligations while also maintaining time for myself.,,Study hall and planners for academics. Practicing and believing in my abilities for sports. Just trying to maintain a balance.,More homesick.,Athlete Study Hall,I feel like I do a good job working hard and focusing almost all my time to my sport and academics and then it leaves me the weekends to enjoy for myself.,,5,,,18
1,2,2,1,2,4,3,3,2,1,3,3,3,4,9,6,2,2,8,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,36371,R_3EuqNkupodweaUM,stressed,,I go to concealing,I don't have a job,no,don't have a job,no,"3,5",,,19
1,2,2,2,3,4,3,3,3,4,3,3,4,3,6,8,2,2,6,2,4,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,2,7,2,4,1,5,1,2,36272,R_Os6T6kYwgoCEk4p,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ",na,"Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time,no,5,,,18
2,2,3,2,4,4,4,3,4,4,4,3,4,2,6,3,2,2,2,10,2,2,3,3,2,1,2,2,2,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,3,6,3,6,5,5,3,6,4,2,36439.46852,R_1kGLKwAMdC1LkY5,"I feel confident in my ability to sustain a positive work-life balance. It may be challenging at times, but overall I am able to achieve my goals in life and work.",,"Doing fun activities when I have free time, and relaxing on the weekends.",,No,It���s made my college experience more enjoyable and I think I���ve found a good balance so that there is minimal stress,,5,,,19
1,2,3,1,4,3,4,3,4,3,3,1,4,4,6,8,2,3,8,9,4,4,3,2,1,2,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,6,7,4,6,3,2,1,2,36481,R_7VutSd7wyDumdz3,I balance school and sports pretty well but don't have a lot of time to myself because I am busy majority of the time.,Anxiety,Talking to parents and friends about it.,"Stressed about being perfect in all aspects, academically and athletically, and meeting others' expectations for myself.",Student-athlete study hall at Dedmon Center.,I am stressed a lot but I am enjoying college.,"A lot of times, I struggle with asking for help or resources because I am nervous or uncomfortable.",5,,,18
2,2,3,2,3,5,4,2,4,4,4,4,2,3,8,6,2,3,2,2,4,3,4,4,4,2,4,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,5,3,7,1,5,6,5,1,2,36094.8368,R_AbKvXXjK6MzR8qd,Can be off balance at times,,Playing music,,,It has been stressful but necessary,,5,,,20
1,2,2,2,3,4,3,3,3,4,3,3,4,3,6,8,2,2,6,2,4,3,4,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,2,7,2,4,1,5,1,2,36272,R_Os6T6kYwgoCEk4p,"It is alot trying to manage time for both sports and classes, so it takes alot of time management to be successful in both at the same time. ",na,"Talking with my parents, or friends ",na,no,I dont work but managing school and my sport is pretty difficult because they both take up a big chunk of my time,no,5,,,18
1,2,2,2,2,3,3,3,4,2,2,2,4,4,8,6,10,10,3,10,4,4,4,4,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,4,1,5,2,4,36422,R_1IEtidGtEuBfIov,I feel overwhelmed trying to juggle the two,,I try telling myself one thing at a time,None,Office hours,I haven���t been able to focus on my studies how ,No,7,,,18
1,2,4,2,4,5,5,3,4,5,5,4,5,2,3,2,10,2,2,10,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,6,1,7,4,5,2,6,2,2,36567,R_3ExMGvVkZY6iHir,im student athlete but i feel like i am managing it okay,,"I just make sure that I have ample down time in between playing sports, the gym, and school work ",none,no,I have found more efficient ways to balance these things,no,3,,,18
1,2,3,2,3,3,3,2,4,3,3,3,2,3,8,3,10,10,8,10,2,4,4,3,2,2,2,4,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,2,5,6,6,2,6,2,3,36331,R_1dBris0Sz0Bfb34,My life revolves around keeping up with academics and staying healthy,,work out or lay in my bed,No matter how much sleep I get I always wake up tired.,Recreation and Wellness Center,I am not having as fun as everyone around me seems to be having.,No,5,,,19
2,2,3,2,3,5,4,2,4,4,4,4,2,3,8,6,2,3,2,2,4,3,4,4,4,2,4,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,5,3,7,1,5,6,5,1,2,36094.8368,R_AbKvXXjK6MzR8qd,Can be off balance at times,,Playing music,,,It has been stressful but necessary,,5,,,20
1,2,3,3,3,3,3,3,3,3,2,3,3,3,6,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,4,5,6,2,4,2,4,36364,R_3CK1Q80z5R6TzmA,i feel like it is a struggle sometimes when you have to stay in a get your school work done and your friends are going out.,,meditation and working out,,,,,7,,,18
1,2,4,3,4,5,5,4,4,4,4,3,4,2,6,3,2,2,2,2,3,3,3,4,1,2,2,2,3,2,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,5,5,5,2,5,1,3,2,2,36456,R_25sgyB42dFoHkRI,"I feel as a student athlete I have a lot on my plate, but personal I believe being so busy helps me stay on track.",,I keep a calendar to help control my stress by everything planned but if I do get stressed I take a short break from what I am doing and relax.,I get stressed when others ask me for help when I have things I need to complete myself.,,"It has had a good affect of my overall college experience. I believe having academics and soccer that are both activities that need dedication, but they are so different. Having both gives me a break from the other which helps keep a good balance. ",,5,,,18
2,2,3,3,4,3,4,3,3,2,3,2,3,3.430458269,7.805086909,5.574930232,5.802973726,4.521377004,5.650866653,7.023089883,3.63312728,3.006973444,3.492115001,3.213029194,2.438926089,2.555129232,3.032010345,2.830483118,3.328423185,3.462929438,1.492843145,1.640353719,1.397172417,1.312461811,1.125616007,1.191924519,1.731620499,1.088763297,1.75257226,1.120160097,1.056567498,1.310203687,1.062483357,1.241168596,1.223841818,1.0484856,1.119255357,1.190716939,3.824040092,3.33387263,5.561350406,4.184834306,5.061211715,5.192769924,5.483789519,2.400559415,4.52641754,3.046420467,2.52837706,36290.58645,R_22y05YJHlS48obc,Could be balanced out better,,,,,,,,,,
1,2,3,1,4,3,4,3,4,3,3,1,4,4,6,8,2,3,8,9,4,4,3,2,1,2,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,6,7,4,6,3,2,1,2,36481,R_7VutSd7wyDumdz3,I balance school and sports pretty well but don't have a lot of time to myself because I am busy majority of the time.,Anxiety,Talking to parents and friends about it.,"Stressed about being perfect in all aspects, academically and athletically, and meeting others' expectations for myself.",Student-athlete study hall at Dedmon Center.,I am stressed a lot but I am enjoying college.,"A lot of times, I struggle with asking for help or resources because I am nervous or uncomfortable.",5,,,18
1,2,2,2,2,3,3,3,4,2,2,2,4,4,8,6,10,10,3,10,4,4,4,4,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,4,1,5,2,4,36422,R_1IEtidGtEuBfIov,I feel overwhelmed trying to juggle the two,,I try telling myself one thing at a time,None,Office hours,I haven���t been able to focus on my studies how ,No,7,,,18
3,2,3,3,4,4,4,3,2,4,3,1,2,2,6,6,2,2,3,2,2,3,4,3,2,2,3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,7,1,4,3,5,3,2,36384,R_1DD7CZ0ovlpTBqB,I have a very busy schedule but i make do,Down time,Time management and breaks when i get overwhelmed,missing loved ones,Im sure their is its just not my forte,"No, i have the chance to enjoy college ",No,5,,,20
1,2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,3,1,1,3,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,4,4,1,4,1,4,36329,R_Zk4HgACdHUIqRPz,Decent,,Breathing,,,It hasn't affected anything,,5,,,19
1,2,2,2,3,3,4,3,2,3,3,1,2,3,8,8,2,2,6,10,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,7,5,5,7,5,2,7,2,2,36167,R_A0tBQogKkzx8Eed,satisfied,,outdoor walks,none,no,more eventful,no,3,,,19
1,2,2,1,4,4,3,2,2,4,3,1,1,4,8,9,2,6,9,2,5,4,5,4,2,4,5,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,7,7,1,7,1,5,4,2,36391,R_1NsOpwDJOyCDlW8,I feel stressed and overwhelmed majority of the time,,"just relaxing, putting my phone away (a lot of stress comes from it) being alone, and being productive when i have free time",sometimes i get so stressed i make myself feel nauseous,no,it has made it difficult to enjoy.,,5,,,18
1,2,4,2,4,4,4,4,4,4,4,3,4,4,6,8,10,8,8,10,2,4,4,4,4,4,2,3,2,4,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,4,3,5,3,3,3,3,36389,R_3eku4LhFLxWtIo9,"I feel that sometimes I am not able to manage it, and my balance gets all messed up. I just have to take a deep breath and tell myself to calm down and reset and everything turns out to be fine!",,"My friends, family, and people that are close to me in my life.",,,"Yes, it has made me very stressed and upset at some points. Fall break was a nice break and the stresses went away, but now they are back again.",,5,,White,18
3,2,2,2,4,3,4,5,3,2,2,1,3,3,8,6,2,10,3,10,4,2,3,3,1,4,4,2,5,5,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2.988751386,2.79645293,6.08197959,4.304482954,4.642387267,4.936162769,4.649252249,0.764413588,3.8437111,2.911101286,2.817261016,36529.4414,R_0iWhs91Vbvqj409,"I can do it, just hard when i���m so busy all th",,getting everything done,"I can never relax or process anything, it���s always go",no,im missing out a little socially,nope!,,,,
1,2,2,2,2,3,3,3,4,2,2,2,4,4,8,6,10,10,3,10,4,4,4,4,1,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,7,4,1,5,2,4,36422,R_1IEtidGtEuBfIov,I feel overwhelmed trying to juggle the two,,I try telling myself one thing at a time,None,Office hours,I haven���t been able to focus on my studies how ,No,7,,,18
